PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;COD-BARRIO;BARRIO;COD-DISTRITO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO;Latitud_1;Longitud_1
6081387;Jardín Botánico de Pradolongo;En el corazón del Parque de Pradolongo, frente al lago, se encuentra el Jardín Botánico, un verdadero oasis verde que se distingue por su notable diversidad botánica y su cuidadoso diseño paisajístico. Este extenso jardín alberga una amplia colección de plantas y árboles que se distribuyen a lo largo de plazas y parterres, formando diversas áreas temáticas. A lo largo del recorrido, los visitantes pueden disfrutar de un paseo educativo y relajante, enriquecido con carteles informativos y fichas botánicas que describen las principales especies presentes. Sus caminos serpenteantes, rodeados de jardines florales y amplias zonas de césped, invitan a la exploración. El jardín también cuenta con bancos y zonas de descanso bajo la sombra de su vegetación, proporcionando un entorno ideal para disfrutar de la naturaleza y escapar del bullicio urbano.;De noviembre a febrero de lunes a sábado de 9 a 17:30 horas. De marzo a octubre de lunes a sábado de 9 a 19:30 horas.;;Metro: Hospital Doce de Octubre (línea 3) Bus: 6 , 60 , 78 , 81 , 121 , 131 RENFE: Doce de Octubre  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.;Conservación: Dirección General de Gestión del Agua y Zonas Verdes.. Área de Gobierno de Medio Ambiente y Movilidad.   Especies predominantes  Una treintena de parterres, distribuidos en siete plazas, conforman el botánico en el que hay una buena representación de 22 familias vegetales como las palmáceas, leguminosas, labiadas u oleáceas y hasta 180 especies diferentes de árboles y arbustos. En la actualidad se pueden observar 145 árboles, 25 palmáceas, 14.500 arbustos, 1.500 plantas tapizantes, otras 1.100 de flor y 400 rosales. Entre unas y otras zonas se asoman a los paseos desde los ejemplares más tradicionales y propios de los suelos castellanos hasta plantas originales y curiosas, como las acacias retinoides, que son de hoja perenne. No faltan frondosos parterres de coníferas, ni los robles o encinas. Hay también membrilleros e higueras y entre árbol y árbol se dejan ver arbustos como el madroño, la celinda, el berberis o el aligustre, además del tomillo, el romero, la salvia, la santolina o la lavanda. Otras de las especies señalizadas en este botánico son los arces, sauces, alcornoques, avellanos o cedros. Árboles, plantas y arbustos están acompañados de un cartel explicativo con la ficha correspondiente en la que se puede conocer el origen de la especie, la altura que alcanza, el tipo de hoja y la época de floración. Un texto con una imagen ilustrativa da más pistas sobre la historia, los usos o las propiedades del vegetal en cuestión.;2;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f8ed0cb2b5120310VgnVCM2000000c205a0aRCRD;RAFAELA YBARRA;AVENIDA;V;0;;;;;MADRID;MADRID;28026;7;PRADOLONGO;12;USERA;439542;4469484;40.373.745.996.607.100;-3.712.180.056.298.630;;;;/contenido/entidadesYorganismos/ParquesJardines/ColeccionesBotanicas;40,373745;-3,712168
5962990;Jardín Concejal Alejandro Muñoz Revenga;El Jardín Concejal Alejandro Muñoz Revenga se caracteriza por ser un espacio tipo plaza recreativa pavimentada, rodeada de vegetación y arbolado, que ofrece bancos a la sombra, creando un entorno agradable y fresco. En uno de sus extremos, se encuentra una moderna área de juegos infantiles equipada con un pequeño castillo, ideal para que los más pequeños se diviertan. Además, el parque dispone de una pequeña pista multifuncional para la práctica de baloncesto y fútbol, proporcionando un espacio para la actividad física y el deporte. Con su combinación de zonas verdes e instalaciones recreativas, este parque se convierte en un lugar perfecto para el esparcimiento familiar, así como para disfrutar o descansar en medio del entorno urbano.;;Zonas infantiles Pista multifuncional de baloncesto y fútbol;Bus: 2, 16, 61 y 202  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.;"Conservación: Dirección General de Gestión del Agua y Zonas Verdes. Área de Gobierno de Medio Ambiente y Movilidad.  Superficie: 2.719 m&amp;sup2;.  Vegetación predominante:    Ejemplares arbóreos: plátano de sombra (Platanus hispanica), árbol del amor (Cercis siliquastrum), magnolio (Magnolia grandiflora).  Macizos arbustivos: agracejo (Berberis vulgaris), olivilla (Teucrium fruticans), pitosporo (Pittosporum tobira).";2;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=724bdcbc2ad2e210VgnVCM2000000c205a0aRCRD;MELENDEZ VALDES;CALLE;V;32;;;;;MADRID;MADRID;28015;1;GAZTAMBIDE;7;CHAMBERI;439591;4476067;4.043.304.334.055.120;-3.712.227.582.685.090;;;;/contenido/entidadesYorganismos/ParquesJardines;40,433051;-3,712216
5964859;Jardín Doña Concha Piquer;Este pequeño parque cuenta con una hermosa fuente central que actúa como punto focal, rodeada por una densa cobertura de árboles que proporcionan sombra y frescura durante los cálidos días de verano, creando un ambiente acogedor y propicio para la desconexión. El parque dispone de dos zonas infantiles, ubicadas a ambos lados, que están equipadas con las típicas estructuras de juegos. A lo largo del parque, se encuentran diversas áreas de descanso con bancos estratégicamente distribuidos, ideales para relajarse o disfrutar del entorno.;;Zonas infantiles;Metro: Pirámides (línea 5) Bus: 18 , 23 , 34 , 35 , 36 , 116 , 118 , 119  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.;"Conservación: Dirección General de Gestión del Agua y Zonas Verdes, Área de Gobierno de Medio Ambiente y Movilidad.  Superficie: 3.061 m&amp;sup2;.  Vegetación predominante:    Ejemplares arbóreos: castaño de Indias (Aesculus hippocastanum), magnolio (Magnolia spp.), pino piñonero (Pinus pinea) y gingo (Ginkgo biloba).  Arbustos: boj (Buxus sempervirens) y laurentino (Viburnum tinus).  Macizos arbustivos: junípero horizontal (Juniperus horizontalis), adelfa (Nerium oleander) y romero (Rosmarinus officinalis).";2;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3181025c5733e210VgnVCM1000000b205a0aRCRD;IMPERIAL;PASEO;V;93;;;;;MADRID;MADRID;28005;1;IMPERIAL;2;ARGANZUELA;439330;4472632;40.402.080.397.498.900;-3.714.965.086.287.460;;;;/contenido/entidadesYorganismos/ParquesJardines;40,402088;-3,714965
5964601;Jardín Fachada Pirámides I;Situado entre dos importantes vías de Madrid, como son la calle Toledo y el Paseo de las Acacias, este espacio verde urbano ofrece a los vecinos un pequeño pero agradable lugar de descanso. Aunque no se trata de un parque de grandes dimensiones, cuenta con áreas ajardinadas, senderos peatonales y bancos dispuestos para el descanso. Destacan sus árboles y la zona de pradera, que proporcionan sombra y frescura, convirtiéndolo en un rincón ideal para pasear o hacer una pausa. Además, su proximidad a la zona de Madrid Río lo convierte en un lugar de paso y descanso para quienes disfrutan de esa área.;;;Metro: Pirámides (Linea 5) Bus: 18, 23 , 34, 35, 36, 116, 118, 119  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.;"Conservación: Dirección General de Gestión del Agua y Zonas Verdes, Área de Gobierno de Medio Ambiente y Movilidad.  Superficie: 3.104 m&amp;sup2;.  Vegetación predominantes:    Ejemplares arbóreos: plátano de sombra (Platanus x hispanica), pino piñonero (Pinus pinea), morera blanca (Morus alba) y cedro llorón (Cedrus deodara).  Arbustos: laurel cerezo (Prunus laurocerasus), acebo (Ilex aquifolium) y laurentino (Viburnum tinus).  Macizos arbustivos: rosales (Rosa spp.), cotoneaster horizontal (Cotoneaster horizontalis) y junípero horizontal (Juniperus horizontalis).";2;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f5e35c528233e210VgnVCM2000000c205a0aRCRD;ACACIAS;PASEO;V;60;;;;;MADRID;MADRID;28005;2;ACACIAS;2;ARGANZUELA;439486;4472564;4.040.148.810.908.030;-3.713.132.255.123.730;;;;/contenido/entidadesYorganismos/ParquesJardines;40,401487;-3,713120
6011700;Jardín Glorieta de Azorín;Pequeño jardincillo situado en la denominada Cuesta de la Vega, bajo la Catedral de la Almudena. Le debe su nombre al escritor José Martínez Ruiz 'Azorín'.;;;Bus: 31 , 41 , 50 , 65  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.;"Conservación:Dirección General de Gestión del Agua y Zonas Verdes. Área de Gobierno de Medio Ambiente y Movilidad.   Superficie: 2.896 m2    % Especies predominantes (  %   con respecto a especies principales)   Árboles.  N&amp;ordm; total de unidades arbóreas: 68Acacia del Japón 66%Yuka 26%Pino piñonero 3%Ciprés común 3% Macizos arbustivos. Superficie de macizos arbustivas: 585 m2  Junípero horizontal 24%Lavanda 24%Lauretino 24%";2;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=47a40166e57ee210VgnVCM2000000c205a0aRCRD;VEGA;CUESTA;V;3;;;;;MADRID;MADRID;28013;1;PALACIO;1;CENTRO;439239;4474040;40.414.757.673.901.900;-37.161.718.357.850.400;;;;/contenido/entidadesYorganismos/ParquesJardines;40,414766;-3,716172
5994445;Jardín Jazmín;El parque, discretamente ubicado sobre la cubierta de las cocheras del metro, se caracteriza por una extensión completamente compuesta de pradera natural, complementada por plantaciones arbóreas y herbáceas en su mayoría. Aunque las instalaciones son humildes, con apenas algunos bancos y una modesta iluminación, el espacio es frecuentemente visitado por personas que disfrutan pasear con sus mascotas. Considerando las limitaciones del suelo disponible, dispone de especies vegetales adaptadas a un escaso espesor de suelo y con alta resistencia a la sequía, organizadas en un esquema de bandas, con el sistema de riego automático por goteo.;;Zonas infantiles Instalaciones deportivas;Bus: 29, 125, 129, 150  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.;"Conservación: Dirección General de Gestión del Agua y Zonas Verdes. Área de Gobierno de Medio Ambiente y Movilidad  Superficie: 59.734 m&amp;sup2;.  Vegetación predominante:     Árboles: Plátano de sombra (Platanus &amp;times; hispanica), Pino piñonero (Pinus pinea), Chopo de Simón (Populus simonii) y Chopo negro (Populus nigra).    Arbustos: Taray (Tamarix gallica), Saúco (Sambucus) y Adelfa (Nerium oleander).    Macizos arbustivos: Lavanda (Lavandula), Nassella (Nassella) y Agracejo (Berberis vulgaris).";2;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cae5e8d9af8be210VgnVCM1000000b205a0aRCRD;ROQUETAS DE MAR;CALLE;V;10;;;;;MADRID;MADRID;28033;5;APOSTOL SANTIAGO;16;HORTALEZA;444053;4481442;40.481.785.094.079.500;-3.660.098.332.215.650;;;;/contenido/entidadesYorganismos/ParquesJardines;40,481784;-3,660087
6010978;Jardín Palacio O'Reilly;Este pequeño jardín interior está dotado de diversos frutales y otras especies arbóreas, lo que lo convierte en un refugio ideal para escapar del bullicio de la ciudad. En el pasado, fue utilizado como huerto por las hermanas Bernardas en el siglo XVII. También es conocido como el Huerto de las Monjas.;Entrada por la calle Sacramento 7: de lunes a viernes de 7:00 a 17:30 horas. Sábados, domingos y festivos cerrado Entrada por la calle Rollo: de lunes a viernes de 7:15 a 19:00 horas. Sábados, domingos y festivos cerrado;;Bus: 31, 50, 65  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.;"Conservación: Dirección General de Gestión del Agua y Zonas Verdes, Área de Gobierno de Medio Ambiente y Movilidad.  Superficie: 1.109 m&amp;sup2;.  Vegetación predominante:     Ejemplares arbóreos: Ciruelo Rojo (Prunus cerasifera), Paulonia (Paulownia spp.), Aligustre del Japón (Ligustrum japonicum) y Cerezo Japonés (Prunus serrulata).    Arbustos: Laurentino (Viburnum tinus).    Macizos arbustivos: Hiedra (Hedera spp.) y Griñolera (Cotoneaster spp.).";2;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=28dec79b4a5ee210VgnVCM1000000b205a0aRCRD;CRUZ VERDE;PLAZA;V;2;;;;;MADRID;MADRID;28005;1;PALACIO;1;CENTRO;439608;4473974;4.041.418.990.040.180;-37.118.283.820.550.700;;;;/contenido/entidadesYorganismos/ParquesJardines;40,414198;-3,711817
5963709;Jardín de Embajadores M-30;Este parque de diseño moderno, a pesar de su ubicación limítrofe con la M-30, ofrece un respiro a sus visitantes con sus zonas de pradera ajardinadas y áreas de juego. Cuenta con una sección de bancos rodeados de paredes, columnas y estructuras que simulan diferentes espacios, las cuales se utilizan para el arte urbano. Además, dispone de una pequeña pista multifuncional para fútbol y baloncesto, equipada con gradas. El parque también actúa como barrera acústica, mitigando el ruido generado por el tráfico de la M-30 y proporcionando tranquilidad al vecindario.;;Zonas deportivas;Bus: 62 y 88  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.;"Conservación: Dirección General de Gestión del Agua y Zonas Verdes, Área de Gobierno de Medio Ambiente y Movilidad.  Superficie: 8.222 m&amp;sup2;.  Vegetación predominante:     Ejemplares arbóreos: Chopo de Canadá (Populus &amp;times; canadensis), Ciruelo Rojo (Prunus cerasifera), Álamo Plateado (Populus alba) y Cedro del Atlas (Cedrus atlantica).    Macizos arbustivos: Taray (Tamarix spp.), Cotoneaster (Cotoneaster spp.) y Romero (Salvia rosmarinus).";2;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4edc357e87e2e210VgnVCM2000000c205a0aRCRD;PUERTO DE LA CRUZ VERDE;CALLE;V;29;;;;;MADRID;MADRID;28045;4;LEGAZPI;2;ARGANZUELA;441788;4470626;4.038.418.473.435.090;-3.685.817.452.497.560;;;;/contenido/entidadesYorganismos/ParquesJardines;40,384193;-3,685818
6011067;Jardín de Larra;Desde este jardín se puede admirar el atardecer de Madrid con vistas a la Catedral de la Almudena y al Palacio Real. Se trata de un pequeño espacio verde ajardinado, que cuenta con una cubierta de césped en forma de talud, la cual separa las diferentes alturas de las calles que lo delimitan, Bailén y Factor. Un pequeño camino de terrizo atraviesa el jardín, que suele estar concurrido en los días de buen tiempo.;;;Metro: Opera (líneas 2, 5 y ramal) Bus: 3, 148  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.;"Conservación:  Dirección General de Gestión del Agua y Zonas Verdes, Área de Gobierno de Medio Ambiente y Movilidad.   Superficie: 5.599 m&amp;sup2;.  Vegetación predominante:     Ejemplares arbóreos: Cedro Llorón (Cedrus deodara), Hibisco (Hibiscus spp.), Álamo Plateado (Populus alba) y Arce (Acer spp.).    Arbustos: Laurel Cerezo (Prunus laurocerasus).    Macizos arbustivos: Hiedra (Hedera spp.), Forsitias (Forsythia spp.) y Pitosporo (Pittosporum spp.).";2;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=04de61226f6ee210VgnVCM1000000b205a0aRCRD;FACTOR;CALLE;V;7;;;;;MADRID;MADRID;28013;1;PALACIO;1;CENTRO;439528;4474211;4.041.631.909.566.780;-3.712.793.771.176.400;;;;/contenido/entidadesYorganismos/ParquesJardines;40,416327;-3,712782
5996843;Jardín de la Colonia Congosto;Este espacio ajardinado destaca por una extensa zona estancial situada alrededor de la cafetería existente. El parque cuenta con numerosos macizos arbustivos de adelfa, cotoneaster y celinda, así como árboles maduros entre los que destacan el olmo de siberia, el pino carrasco, el almez y el ciprés común. Además, dispone de un área de juegos infantiles en su zona este, así como de un área canina. El parque es también conocido por otras denominaciones, tales como Parque Congosto o Parque Camino Congosto.;;Zona infantil Zona canina;Metro: Congosto (línea 1) Bus: 54 y L1  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.;"Conservación: Dirección General de Gestión del Agua y Zonas Verdes. Área de Gobierno de Medio Ambiente y Movilidad.  Superficie:  6.653 m&amp;sup2;.  Vegetación predominante:      Árboles: Olmo de Siberia (Ulmus pumila), Pino carrasco (Pinus halepensis), Almez (Celtis australis) y Ciprés común (Cupressus sempervirens).    Macizos arbustivos: Adelfa (Nerium oleander), Cotoneaster (Cotoneaster) y Celinda (Philadelphus coronarius).";2;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f8a5d9e4faebe210VgnVCM2000000c205a0aRCRD;CONGOSTO;CALLE;V;70;;;;;MADRID;MADRID;28031;1;CASCO H.VALLECAS;18;VILLA DE VALLECAS;447504;4469108;4.037.089.825.532.690;-3.618.365.854.832.580;;;;/contenido/entidadesYorganismos/ParquesJardines;40,370897;-3,618354
5967788;Jardín de las Bellas Artes;El Jardín de las Bellas Artes es un espacio verde ubicado junto al Paseo de la Castellana, frente a la fachada principal del Museo Nacional de Ciencias Naturales y de la Escuela Técnica Superior de Ingenieros Industriales de la Universidad Politécnica de Madrid. El jardín se caracteriza por sus taludes de pradera y su variado arbolado de gran porte, entre los que destacan ejemplares de secuoyas, con un notable valor botánico y ornamental. El paseo principal es amplio y agradable, ideal para el esparcimiento. En el centro del parque, se encuentra una gran fuente ornamental, y en uno de sus extremos, un monumento dedicado a Isabel la Católica. En el otro extremo, se erige un monumento del Pueblo de Madrid en homenaje a la Constitución Española de 1978. Además, en la parte superior del parque, cerca de la entrada a la Escuela de Ingenieros, hay un pequeño quiosco con terraza que invita a disfrutar de una pausa al aire libre. Este espacio también es conocido bajo otras denominaciones, como Jardín del Museo Nacional de Ciencias Naturales o Jardines de la Transición Española.;;;Metro: Gregorio Marañón (líneas 7 y 10) Bús: 7, 12, 14, 27, 40, 45, 147 y 150  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.;"Conservación:  Dirección General de Gestión del Agua y Zonas Verdes, Área de Gobierno de Medio Ambiente y Movilidad.   Superficie: 10.340 m&amp;sup2;.  Vegetación predominante:    Ejemplares arbóreos: castaño de indias (Aesculus hippocastanum), ginkgo (Ginkgo biloba), liquidámbar (Liquidambar styraciflua) y tuya oriental (Platycladus orientalis).  Arbustos: adelfa (Nerium oleander), espirea del Japón (Spiraea japonica) y laurel cerezo (Prunus laurocerasus).  Macizos arbustivos: junípero horizontal (Juniperus horizontalis) y rosas (Rosa spp.).";2;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1777c5ab4774e210VgnVCM1000000b205a0aRCRD;CASTELLANA;PASEO;V;78;;B;;;MADRID;MADRID;28046;1;EL VISO;5;CHAMARTIN;441434;4476714;404.390.037.057.741;-36.905.481.652.485.300;;;;/contenido/entidadesYorganismos/ParquesJardines;40,439012;-3,690548
5978923;Jardín del Bulevar de Peña Gorbea;El Jardín del Bulevar de Peña Gorbea es un amplio paseo ajardinado que se extiende entre dos calles, ofreciendo un entorno agradable y fresco gracias a su densa cobertura arbórea. A lo largo del bulevar, se encuentran bancos estratégicamente ubicados, brindando espacios ideales para el descanso y la socialización. Este lugar es frecuentemente concurrido y sirve como punto de encuentro para eventos vecinales, mercadillos semifijos y diferentes actividades comerciales. Cada verano se celebra aquí la conocida Batalla Naval de Vallecas. En uno de los extremos del paseo destaca una moderna escultura titulada Los Paseantes, que añade un toque artístico al entorno. También conocido como Paseo Antolín Pulido o Bulevar del Puente de Vallecas, este espacio combina naturaleza, cultura y vida urbana, siendo un referente para la comunidad local.;;;Metro: Puente Vallecas (línea 1) Bus: 10, 24, 54, 57, 58, 310 y 410  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.;"Conservación: Dirección General de Gestión del Agua y Zonas Verdes, Área de Gobierno de Medio Ambiente y Movilidad.  Superficie: 4.247 m&amp;sup2;.  Vegetación predominante:    Ejemplares arbóreos: Plátano de sombra (Platanus x hispanica).  Arbustos: Tuya oriental (Thuja orientalis).  Macizos arbustivos: Uva de Oregón (Mahonia aquifolium), Cornejo (Cornus sanguinea), Palo loro (Erythrina crista-galli).";2;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1aaf38317117e210VgnVCM1000000b205a0aRCRD;PEÑA GORBEA;CALLE;V;17;;B;;;MADRID;MADRID;28053;2;SAN DIEGO;13;PUENTE DE VALLECAS;443393;4471901;403.957.812.018.463;-36.670.346.724.676.100;;;;/contenido/entidadesYorganismos/ParquesJardines;40,395789;-3,667023
5964328;Jardín del Maestro Padilla;"Este parque urbano ajardinado está distribuido en dos alturas y cuenta con un paseo central pavimentado, así como áreas de esparcimiento equipadas con bancos y mesas de juego. La vegetación es variada; presenta dos espacios diferenciados de césped, mientras que el resto del parque está adornado con arbolado, destacando el pino piñonero y el tilo. Además, incluye una zona delimitada para juegos infantiles, lo que lo convierte en un lugar ideal para disfrutar en familia.";;Zonas infantiles;Bus: 25, 33, 39, 41, 68, 69, 138  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.;"Conservación: Dirección General de Gestión del Agua y Zonas Verdes. Área de Gobierno de Medio Ambiente y Movilidad.  Superficie: 5.689 m&amp;sup2;.  Vegetación predominante:    Ejemplares arbóreos: Pino Piñonero (Pinus pinea), Tilo de hojas grandes (Tilia platyphyllos), Almez (Celtis australis) y Aligustre del Japón (Ligustrum japonicum).  Arbustos: Rosales (Rosa spp.).  Macizos arbustivos: Griñolera (Cotoneaster spp.), Hiedra (Hedera spp.) y Piracantas (Pyracantha coccinea).";2;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=40538ced5a23e210VgnVCM1000000b205a0aRCRD;SAN ALEJANDRO;CALLE;V;1;;;;;MADRID;MADRID;28005;1;IMPERIAL;2;ARGANZUELA;438793;4472904;40.404.491.323.444.900;-37.213.308.239.798.600;;;;/contenido/entidadesYorganismos/ParquesJardines;40,404499;-3,721319
5997538;Jardín del Paseo Federico García Lorca;"El Jardín del Paseo Federico García Lorca es un paseo peatonal ajardinado que se distingue por la presencia de un monumento en honor al célebre poeta y dramaturgo Federico García Lorca, realizado en el año 1986, con motivo del 50&amp;ordm; aniversario su muerte. Varios módulos de hormigón sobre basamentos de cemento y adoquín de perfiles geométricos y angulosos dan una superficie mural que acoge 15 dibujos de Lorca, grabados en hormigón blanco a modo de hueco relieve. En el centro, un monolito en piedra de Calatorao negra acoge en cada una de sus caras sendos medallones de bronce con la efigie del poeta. A lo largo del recorrido se encuentran también varios monolitos decorados con fragmentos de obras de Lorca, como el dedicado a Doña Rosita la Soltera, obra teatral, o al Poema del Cante Jondo, obra poética.  Acoge también las fuentes de Herrero Palacios, que estuvieron en la puerta del Sol desde 1951, hasta 1986, año en que la puerta del sol sufrió una nueva gran reforma, de las muchas que ha tenido en su historia, y las fuentes no tenían cabida en el nuevo proyecto. Aprovechando que también se remodelaba el paseo de Federico García Lorca, se trasladaron allí. Desde entonces sufrían un progresivo porceso de deterioro por lo que en 2018 se realizó una restauración, tanto del conjunto pétreo como del sistema hidráulico, recuperando elementos dañados y reproduciendo los elementos perdidos documentados. La vegetación del paseo está marcada por una alineación de acacias de tres púas y se acompañan, además, con ciruelos rojos, cipreses y magnolios, así como con arbustvas como griñoleras, durillos, rosa de siria, etc. Destaca un olmo común monumental, de gran importancia dados los pocos ejemplares que se mantienen vivos de esta especie. El paseo acoge también dos fuentes ornamentales, numerosos bancos y un kiosco. Este espacio es tanto una zona de tránsito como un lugar de descanso, donde algunos bares adyacentes aprovechan para instalar terrazas al aire libre, añadiendo vida al paseo. El lugar es también conocido como el Bulevar de Federico García Lorca.";;Zonas infantiles Fuente ornamental;Metro: Villa Vallecas (línea 1) Bus: 54 , 58 , 103 , 142 , 143 , N9 , L1  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.;"Conservación: Dirección General de Gestión del Agua y Zonas Verdes. Área de Gobierno de Medio Ambiente y Movilidad.  Superficie: 2.406 m&amp;sup2;.      Vegetación predominante:      Árboles: Acacia de tres púas (Gleditsia triacanthos), Ciruelo rojo (Prunus cerasifera), Ciprés común (Cupressus sempervirens) y Magnolio (Magnolia).    Arbustos: Rosa de siria (Hibiscus syriacus), Pitosporo (Pittosporum tobira) y Cotoneaster (Cotoneaster).    Macizos arbustivos: Griñolera (Cotoneaster), Durillo (Viburnum tinus) y Rosa de siria (Hibiscus syriacus).";2;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2ee9fb0adf2ce210VgnVCM1000000b205a0aRCRD;FEDERICO GARCIA LORCA;PASEO;V;21;;;;;MADRID;MADRID;28031;1;CASCO H.VALLECAS;18;VILLA DE VALLECAS;447315;4469832;4.037.740.868.500.610;-36.206.400.361.863.000;;;;;40,377408;-3,620640
5981891;Jardín del Templo de Debod;Los jardines que rodean el Templo de Debod, donado por Egipto a España en 1968, se encuentran sobre el lugar ocupado por el antiguo Cuartel de la Montaña. La entrada principal está flanqueada por dos grupos de cipreses ejemplares, que actúan como grandes columnas de bienvenida, dividiendo el espacio en dos áreas ajardinadas a cada lado del templo. El Templo está situado en el centro del parque, entre dos sencillas láminas de agua que forman una figura troncocónica, evocando reminiscencias egipcias. Dos amplios paseos laterales conducen a un balcón desde donde se pueden contemplar vistas espectaculares de la cornisa del Manzanares, el Palacio Real, la Casa de Campo y algunos de los atardeceres más hermosos de Madrid.  Los parterres del jardín, que se extienden a ambos lados del templo, funcionan como un marco vegetal que enmarca esta atractiva perspectiva. El espacio está adornado con una abundante cubierta arbórea, grupos de palmitos y diversas plantas mediterráneas sobre las praderas, entre las que destaca el cedro del Líbano donado por el gobierno libanés a Madrid en 2023. También se encuentran plazas, amplios paseos, bancos y algunos monumentos decorativos, así como un parque infantil bien equipado.  Estos jardines están unidos al Parque del Oeste y, desde 2022, también a la Plaza de España tras la profunda remodelación de la misma, a través de la calle Ferraz. Este parque se incluye entre las visitas recomendadas a turistas que visitan la ciudad, según la web oficial de turismo de Madrid.;;Zonas Infantiles;Metro: Plaza de España (líneas 3 y 10), Ventura Rodríguez (línea 3) Bus: 25, 33, 39, 46, 74, 75, 148  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.;"Conservación: Dirección General de Gestión del Agua y Zonas Verdes. Área de Gobierno de Medio Ambiente y Movilidad.   Superficie: 58.512 m&amp;sup2;.       Vegetación predominante:    Ejemplares arbóreos: plátano de sombra (Platanus hispanica), pino piñonero (Pinus pinea), olmo de Siberia (Ulmus pumila), ciruelo rojo (Prunus cerasifera).  Arbustos y Palmáceas: palma de Fortune (Trachycarpus fortunei), drácena indivisa (Dracaena indivisa), palmera canaria (Phoenix canariensis).  Macizos arbustivos: espino de fuego (Pyracantha coccinea), espirea de Vanhoutte (Spiraea vanhouttei), celinda (Chionanthus virginicus).";2;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c9c8f88faab7e210VgnVCM1000000b205a0aRCRD;FERRAZ;CALLE;V;1;;;;;MADRID;MADRID;28008;1;CASA DE CAMPO;9;MONCLOA-ARAVACA;439218;4475093;4.042.425.096.551.590;-3.716.531.855.540.270;;;;/contenido/entidadesYorganismos/ParquesJardines;40,424250;-3,716520
